Ontology1,Ontology2,Entity1,Entity2,Parent1,Parent2,Path1,Path2,Match,Type
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InProceedings,Manual,Part,Entry,Thing/Reference/Part/InProceedings,Thing/Entry/Manual,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InProceedings,Misc,Part,Entry,Thing/Reference/Part/InProceedings,Thing/Entry/Misc,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InProceedings,Inproceedings,Part,Entry,Thing/Reference/Part/InProceedings,Thing/Entry/Inproceedings,1,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InProceedings,Book,Part,Entry,Thing/Reference/Part/InProceedings,Thing/Entry/Book,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InProceedings,Unpublished,Part,Entry,Thing/Reference/Part/InProceedings,Thing/Entry/Unpublished,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InProceedings,Article,Part,Entry,Thing/Reference/Part/InProceedings,Thing/Entry/Article,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InProceedings,Incollection,Part,Entry,Thing/Reference/Part/InProceedings,Thing/Entry/Incollection,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InProceedings,Proceedings,Part,Entry,Thing/Reference/Part/InProceedings,Thing/Entry/Proceedings,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InProceedings,Entry,Part,Thing,Thing/Reference/Part/InProceedings,Thing/Entry,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InProceedings,Inbook,Part,Entry,Thing/Reference/Part/InProceedings,Thing/Entry/Inbook,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InProceedings,Conference,Part,Entry,Thing/Reference/Part/InProceedings,Thing/Entry/Conference,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InProceedings,Mastersthesis,Part,Entry,Thing/Reference/Part/InProceedings,Thing/Entry/Mastersthesis,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InProceedings,Booklet,Part,Entry,Thing/Reference/Part/InProceedings,Thing/Entry/Booklet,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InProceedings,Phdthesis,Part,Entry,Thing/Reference/Part/InProceedings,Thing/Entry/Phdthesis,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Report,TechReport,Reference,Entry,Thing/Reference/Report,Thing/Entry/TechReport,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Report,Manual,Reference,Entry,Thing/Reference/Report,Thing/Entry/Manual,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Report,Misc,Reference,Entry,Thing/Reference/Report,Thing/Entry/Misc,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Report,Inproceedings,Reference,Entry,Thing/Reference/Report,Thing/Entry/Inproceedings,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Report,Book,Reference,Entry,Thing/Reference/Report,Thing/Entry/Book,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Report,Unpublished,Reference,Entry,Thing/Reference/Report,Thing/Entry/Unpublished,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Report,Article,Reference,Entry,Thing/Reference/Report,Thing/Entry/Article,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Report,Incollection,Reference,Entry,Thing/Reference/Report,Thing/Entry/Incollection,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Report,Proceedings,Reference,Entry,Thing/Reference/Report,Thing/Entry/Proceedings,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Report,Entry,Reference,Thing,Thing/Reference/Report,Thing/Entry,1,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Report,Inbook,Reference,Entry,Thing/Reference/Report,Thing/Entry/Inbook,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Report,Conference,Reference,Entry,Thing/Reference/Report,Thing/Entry/Conference,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Report,Mastersthesis,Reference,Entry,Thing/Reference/Report,Thing/Entry/Mastersthesis,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Report,Booklet,Reference,Entry,Thing/Reference/Report,Thing/Entry/Booklet,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Report,Phdthesis,Reference,Entry,Thing/Reference/Report,Thing/Entry/Phdthesis,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Person,TechReport,Thing,Entry,Thing/Person,Thing/Entry/TechReport,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Person,Manual,Thing,Entry,Thing/Person,Thing/Entry/Manual,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Person,Misc,Thing,Entry,Thing/Person,Thing/Entry/Misc,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Person,Inproceedings,Thing,Entry,Thing/Person,Thing/Entry/Inproceedings,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Person,Book,Thing,Entry,Thing/Person,Thing/Entry/Book,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Person,Unpublished,Thing,Entry,Thing/Person,Thing/Entry/Unpublished,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Person,Article,Thing,Entry,Thing/Person,Thing/Entry/Article,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Person,Incollection,Thing,Entry,Thing/Person,Thing/Entry/Incollection,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Person,Proceedings,Thing,Entry,Thing/Person,Thing/Entry/Proceedings,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Person,Entry,Thing,Thing,Thing/Person,Thing/Entry,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Person,Inbook,Thing,Entry,Thing/Person,Thing/Entry/Inbook,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Person,Conference,Thing,Entry,Thing/Person,Thing/Entry/Conference,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Person,Mastersthesis,Thing,Entry,Thing/Person,Thing/Entry/Mastersthesis,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Person,Booklet,Thing,Entry,Thing/Person,Thing/Entry/Booklet,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Person,Phdthesis,Thing,Entry,Thing/Person,Thing/Entry/Phdthesis,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Manual,TechReport,Informal,Entry,Thing/Reference/Informal/Manual,Thing/Entry/TechReport,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Manual,Manual,Informal,Entry,Thing/Reference/Informal/Manual,Thing/Entry/Manual,1,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Manual,Misc,Informal,Entry,Thing/Reference/Informal/Manual,Thing/Entry/Misc,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Manual,Inproceedings,Informal,Entry,Thing/Reference/Informal/Manual,Thing/Entry/Inproceedings,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Manual,Book,Informal,Entry,Thing/Reference/Informal/Manual,Thing/Entry/Book,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Manual,Unpublished,Informal,Entry,Thing/Reference/Informal/Manual,Thing/Entry/Unpublished,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Manual,Article,Informal,Entry,Thing/Reference/Informal/Manual,Thing/Entry/Article,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Manual,Incollection,Informal,Entry,Thing/Reference/Informal/Manual,Thing/Entry/Incollection,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Manual,Proceedings,Informal,Entry,Thing/Reference/Informal/Manual,Thing/Entry/Proceedings,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Manual,Entry,Informal,Thing,Thing/Reference/Informal/Manual,Thing/Entry,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Manual,Inbook,Informal,Entry,Thing/Reference/Informal/Manual,Thing/Entry/Inbook,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Manual,Conference,Informal,Entry,Thing/Reference/Informal/Manual,Thing/Entry/Conference,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Manual,Mastersthesis,Informal,Entry,Thing/Reference/Informal/Manual,Thing/Entry/Mastersthesis,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Manual,Booklet,Informal,Entry,Thing/Reference/Informal/Manual,Thing/Entry/Booklet,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Manual,Phdthesis,Informal,Entry,Thing/Reference/Informal/Manual,Thing/Entry/Phdthesis,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Collection,TechReport,Book,Entry,Thing/Reference/Book/Collection,Thing/Entry/TechReport,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Collection,Manual,Book,Entry,Thing/Reference/Book/Collection,Thing/Entry/Manual,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Collection,Misc,Book,Entry,Thing/Reference/Book/Collection,Thing/Entry/Misc,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Collection,Inproceedings,Book,Entry,Thing/Reference/Book/Collection,Thing/Entry/Inproceedings,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Collection,Book,Book,Entry,Thing/Reference/Book/Collection,Thing/Entry/Book,1,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Collection,Unpublished,Book,Entry,Thing/Reference/Book/Collection,Thing/Entry/Unpublished,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Collection,Article,Book,Entry,Thing/Reference/Book/Collection,Thing/Entry/Article,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Collection,Incollection,Book,Entry,Thing/Reference/Book/Collection,Thing/Entry/Incollection,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Collection,Proceedings,Book,Entry,Thing/Reference/Book/Collection,Thing/Entry/Proceedings,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Collection,Entry,Book,Thing,Thing/Reference/Book/Collection,Thing/Entry,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Collection,Inbook,Book,Entry,Thing/Reference/Book/Collection,Thing/Entry/Inbook,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Collection,Conference,Book,Entry,Thing/Reference/Book/Collection,Thing/Entry/Conference,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Collection,Mastersthesis,Book,Entry,Thing/Reference/Book/Collection,Thing/Entry/Mastersthesis,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Collection,Booklet,Book,Entry,Thing/Reference/Book/Collection,Thing/Entry/Booklet,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Collection,Phdthesis,Book,Entry,Thing/Reference/Book/Collection,Thing/Entry/Phdthesis,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Unpublished,TechReport,Informal,Entry,Thing/Reference/Informal/Unpublished,Thing/Entry/TechReport,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Unpublished,Manual,Informal,Entry,Thing/Reference/Informal/Unpublished,Thing/Entry/Manual,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Unpublished,Misc,Informal,Entry,Thing/Reference/Informal/Unpublished,Thing/Entry/Misc,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Unpublished,Inproceedings,Informal,Entry,Thing/Reference/Informal/Unpublished,Thing/Entry/Inproceedings,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Unpublished,Book,Informal,Entry,Thing/Reference/Informal/Unpublished,Thing/Entry/Book,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Unpublished,Unpublished,Informal,Entry,Thing/Reference/Informal/Unpublished,Thing/Entry/Unpublished,1,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Unpublished,Article,Informal,Entry,Thing/Reference/Informal/Unpublished,Thing/Entry/Article,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Unpublished,Incollection,Informal,Entry,Thing/Reference/Informal/Unpublished,Thing/Entry/Incollection,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Unpublished,Proceedings,Informal,Entry,Thing/Reference/Informal/Unpublished,Thing/Entry/Proceedings,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Unpublished,Entry,Informal,Thing,Thing/Reference/Informal/Unpublished,Thing/Entry,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Unpublished,Inbook,Informal,Entry,Thing/Reference/Informal/Unpublished,Thing/Entry/Inbook,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Unpublished,Conference,Informal,Entry,Thing/Reference/Informal/Unpublished,Thing/Entry/Conference,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Unpublished,Mastersthesis,Informal,Entry,Thing/Reference/Informal/Unpublished,Thing/Entry/Mastersthesis,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Unpublished,Booklet,Informal,Entry,Thing/Reference/Informal/Unpublished,Thing/Entry/Booklet,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Unpublished,Phdthesis,Informal,Entry,Thing/Reference/Informal/Unpublished,Thing/Entry/Phdthesis,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InCollection,TechReport,Part,Entry,Thing/Reference/Part/InCollection,Thing/Entry/TechReport,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InCollection,Manual,Part,Entry,Thing/Reference/Part/InCollection,Thing/Entry/Manual,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InCollection,Misc,Part,Entry,Thing/Reference/Part/InCollection,Thing/Entry/Misc,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InCollection,Inproceedings,Part,Entry,Thing/Reference/Part/InCollection,Thing/Entry/Inproceedings,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InCollection,Book,Part,Entry,Thing/Reference/Part/InCollection,Thing/Entry/Book,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InCollection,Unpublished,Part,Entry,Thing/Reference/Part/InCollection,Thing/Entry/Unpublished,0,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InCollection,Article,Part,Entry,Thing/Reference/Part/InCollection,Thing/Entry/Article,0,Class
